@relation comentarios_base
@attribute comment string
@attribute classificador {positivo, negativo, neutro}
@data
"sociedade luto assinaturas contra pls excelentissimo ajude contra pls aberracao senhor senador amor deus pois nocivo inconstitucional dignidade humana acima lei humilhando familiar contra povo clt ganhando milhoes induz erro pls aberracao total confira opiniao presidente aires ribeiro vamos juntos defender servidor imoralidade ser extinta brasileiros iremos ruas contra senador afavor urnas votar contra senador lasier martins maria carmo roberto requia humilhou funcionario publicos todo brasil clt super salarios fatima bernardes ganhava r450000 mes jornal nacional hoje fatura r2000000 dois milhoes reais programa encontro mara maravilha livia andrade bradesco caixa economica rede globo deve bilhoes ignoram inss vejam escandalo cltforaja greve geral vamos calar jamais ate redes socias", neutro
"jeito chefes sempre piores", neutro
"vao eleger novo lider", neutro
"srjanot atrapalhadas josely ninguem comprovar influencia braco direito pgr dando orientacao produzir provas denuncia ser tao rapida falar todas bondades jornalistas rede sociais questionarem porque outras denuncia demorou serem encaminhadas stf juiz sergio moro fato", neutro
"diria gente suspeita achava chegasse tanto confianca podemos ter politica brasileira enquanto assaltantes representantes povo pode esquecer dessa tragedia nunca", neutro
"brasileiro povo adoravele apesar toda exploracao enganacao dura vida vive esperanca dia tudo vai melhorar juiz sergio moro", neutro
"brasil pode continuar chefe quadrilha governando pais hora intervencao militar ordem todos corruptos cadeia", neutro
"hora mexer temer agora brasil suporta deixa fazer imunidade", neutro
"senador sempre acompanho comentarios senhor janot demais procura todas maneiras ferir adversarios senhor lula vejo homens capa preta passou avermelhados", neutro
"senador senhor vive metendo pau politicos saiu psdb partido manda sarney filho beneficios ilegais receita federal", neutro
"sei coisa safadeza hipocrisia covardia penso montanha denuncias entendo porque todos cadeia deve ser conveniente deixar porcao poder fedendo povo", neutro
"senhor renuncia abandona cargo diante tantas denuncias consegue permanecer trono nada queria entender", neutro
"homem politica desde conheco gente deve ter elaborado planos fantasticos chegar presidente sabendo votado golpeou dilma agora poder tanto almejou cumpre palavra dada deposto creio justica feita", neutro
"senador ajudar prender canalla brasil parou conta lula pede pro stf prisao preciosa stf compra deputados outra corrupcao imoral", neutro
"vai dat pizza comparsas vao deixar investigacao temer dinheiro pulblico vai pagar quanto preciso", neutro
"", neutro
"senador denuncia quadrilha continua poder aval parlamentares justica suprema entendo manter viu dando tempo roubarem destruirem todas provas leigo senador sei assaltado dica reagir senador provas individuos ficarem poder investigacao protege honra dizem inocentes senador criminalidade gosta designacao ruas bandidos denunciam bandidos algo poder senador suba tribuna coletivas imprensa nenhum lideres poder atual representam brasil sinto lesado crime roubo continuado justica paralisada medo agir pgr coragem apontar dedo encarar quadrilhas senador tempo tudo tudo tempo momento destacar desta podridao virou politica rasteira nacional senador senhor lendo senador senador senador", neutro
"anos morte quercia capo della famiglia pmdbista tdo mundo sabe numero estado chamase wagner rossi", neutro
"desejo preso michel temer brasil ficara melhor aqui junto sociedade aberta vai ficar preso resto dias", neutro
"temer vergonha presidente brasil chefe quadrilhao", neutro
"enquanto implantar concurso publico ministros stf acredito punicao politicos corruptos brasil avanca", neutro
"julgado camara ladroes vai dar nada chefe quadrilhao", neutro
"irmaos batistas quiseram dar espertosse ferraram viu verdade mistura mentira pra mim procurador geralcumpriu papel", neutro
"cuidado pode ser trama avassalador volta dilma", neutro
"janot idiota perdeu tempo hora bonde historia", neutro
"lula vai ser preso nunca prenderam todo mundo menos falta", neutro
"chapa vai zerar combalidos cofres publicos vem desfalque erario", neutro
"desejo todos paguemdo maior menorninguem direito tirar nada outroque dirade toda nacao", neutro
"comprado habeas corpus poder senador suaves prestacoes chegando forma reajustes reformas", neutro
"corretissimo lula piores delatores representava traiu confianca", neutro
"balanca janot pende lado triste brasileiros", neutro
"vagabundo pra ter deixado brasil sei oke povo esperando", neutro
"falou ministros denunciados exonerado agora vai fazer desgracado temer ser preso urgente pro brasil andar", neutro
"apos inventar delacao premiadissima pgr janot encontrando escondidas fundos boteco brasilia advogado executivos ladroes corruptos enquanto bambu vai flecha salvo melhor juizo pgr janot vitima proprias flechadas", neutro
"temer defensores irao aguentar toda pressaoquando infarto comecar vai pegar todosaja sirio libanes todos luladrao telefone rui galinha tava borrando espumado boca delacoes palloci dizendo tava tudo ferrado podia fazer nadaaqui fazaqui pagamas codenacao eternidade", neutro
"pra fechado planalto sair deve justica", neutro
"deus cumprindo falou deus falou vai derrubar todos politicos ladroes", neutro
"caramba mto dificil quadrilha pmdb quadrilha proxima", neutro
"diz janot enquanto bambu vou meter flecha pau neles kkk", neutro
"perguntase vale pena denunciar poderosos corruptos brasil alguem ainda vai ter coragem falar", neutro
"desculpa senador vai nada justica credibilidade politicos funciona pobre", neutro
"delatores joeslei comecaram roubalheira governo henriqueceram", neutro
"daria pra criminoso prisao perpetua fuzilamento praca publica", neutro
"vamos anotar todos nomes depultados barrar investigacao podemos deixar retorno", neutro
"roubam monte vao preso ainda falta respeito juizes falasse juiz moro jeito lula falou sai preso agora vai fala oque quer sai bom samaritano anida pais dificil agora temer vai gastar quanto passar condenacao congresso", neutro
"pois unico tendo coragem peitar situacao meritissimo janot parabens", neutro
"senador oportunista perdeu eleitor votou desde inicio carreira", neutro
"certeza impunidade tao grande mercado financeiro abala", neutro
"corrupto bandido pior especie cadeia pouco futuro sabe pena morte", neutro
"nao entendendo nada votou impeachment sabendo dar deu falta dizer sabia", neutro
"flechas deveriam ser petistas pode enfiar", neutro
"olhando vejo luz fim tunel", neutro
"tomara deputados defendam temer olho vai ter troco proximas eleicoes", neutro
"rede globo pge unidas somente causa lastimavel", neutro
"fantasia rico preso prisao ficar confortavel residencia", neutro
"duvido qteme duvido temer punido nesse pais prisoes rico ficar casa comos amigos comendo bom melhor", neutro
"agora sim stf procuradoria tomada decisoes descompasso medidas serem impetradas demora demais", neutro
"apoia corrupto sinal bom salario boa aposentadoria empresario bem sucedido", neutro
"temer ladrao apodreca cadeia junto toda corja examigo lula", neutro
"adianta pedir pena temer deputados fazem papel policia ver vagabundo vai ser envestigado", neutro
"lula lulia coisas dois presidentes poucas diferencas", neutro
"janot quer derrubar temer vai conseguir sair todos politicos tudo farinha saco ninguem pode falar ninguem", neutro
"alvaro dias parecendo requiao fala temer esqueceu denucia lula", neutro
"quanto politicos vivendo abuso autoridade sim abuso roubos corrupcao obrigada policia federal obrigada lava jato propina paga dinheiro vez ilustres deputados votem favor presidente meio duas quadrilhas querem roubar idolatrar politico corrupto agradecer ladrao ter sido roubado partido", neutro
"prisao ressarcimento cofres publicos principalmente canalhas devem ficar nenhum centavo", neutro
"janotnao imagina pode vir flechadas", neutro
"puta velha corrupto ladrao salafrario quadrilheiro corrupto", neutro
"vice ptso issoe votomenos mal", neutro
"intervencao militar antes acabem brasil", neutro
"gente apoiando cara ainda", neutro
"cadeia verme", neutro
"flecha pifia", neutro
"corno apodrecer cadeia", neutro
"lixos todos", neutro
"dupla prisao lula temer", neutro
"renuncia", neutro
"comecou levando flechada janot", neutro
"denuncia apresentada agora despedida janot", neutro
"tava borrando todase", neutro
"liderou maior quadrilhao outro procurador nunca denunciou", neutro
"prisao todos corruptos ladroes deste pais", neutro
"diria presidente figurativo", neutro
"janot angana culpa tambem", neutro
"parabens janot", neutro
"aiiii coitadinhoele faz nada", neutro
"pesquisa mostra povo acredita punicao temer", neutro
"lula maior pilantra", neutro
"temer", neutro
"lula maior ladrao", neutro
"lula cadeia", neutro
"sempre achei temer bandido", neutro
"coitado janot triste ilusao combinou stf", neutro
"temer corrupto", neutro
"ladrao ficar junto lula prisao", neutro
"ficar pais vai afundar ainda", neutro
"sera vai ter panelaco", neutro
"chupa manga temer", neutro
"temer", neutro
"resta saber congresso vai deixar", neutro
"bandido fim cadeia deus quiser", neutro
"cadeiao pro chefao quadrilhao", neutro
"brasil inteiro sabe temer chefe orcrim", neutro
"temer", neutro
"queremos penas cumpridas", neutro
"lula chefe quadrilha mudou", neutro
"xiiiiideu", neutro
"safadao", neutro
"certissimo", neutro
"roubou alguns bilhoes reais", neutro
"cadeia todos politicos corruptos", neutro
"vem ladrao mentiroso pior lula povo dois mesma corja lixo", neutro
"don corleone", neutro
"otimo renunciar", neutro
"temer bandidojuntamente luladilma outros", neutro
"forca temer", neutro
"joaquim levy onde anda", neutro
"deixa temer governa", neutro
"lamento ser pena morte", neutro
"lula", neutro
"vai ser gloria pais", neutro
"bandido temer aecio gilmar merda bandidos perigosos", neutro
"renuncia temer", neutro
"cadeia", neutro
"pena flecha bomba", neutro
"libanes prestatem ser extraditado", neutro
"anos cadeia ainda pouco", neutro
"bambu nele", neutro
"toma safado ladrao corrupto vagabundo", neutro
"agora camara federal deputados corruptos", neutro
"mau lula chefe agora descubrirram temer", neutro
"torco pra flexa acerte peito", neutro
"sen alvaro dias presidente", negativo
"bandido", neutro
"temer", neutro
"senador senador", neutro
"estaria janot querendo tirar foco amiguinhos", neutro
"vergonha pais transformou", neutro
"ladrao parabens janot", neutro
"janot gosta fantasias", neutro
"ladrao", neutro
"povo brasileiro apoia", positivo
"sertao pernambucano digo voto candidato presidente", neutro
"horrorizada tantas noticias", neutro
"parar falar quadrilhao vao cair esquecimento tudo canalhas querem voltar surdina todos corruptos assaltam brasil", neutro
"nobre senador concordo estrago causado enorme precedentes contudo pmdb dando continuidade estrago roubalheira visto aumentoue pior tudo ver partidos psdb demais ainda apoiando governo inacreditavel ver ponto chegou politica nesse pais fim cada querer salvar propria pele partido danese povo brasileiro somente intervencao militar salvar pais", neutro
"senador hora basta", neutro
"lula dilma maior bancada sempre pmdb psdb indicavam ara cargos maior circulacao dinheiro quadrilheiros troca embar projetos brasil precisava veja plano safra dilma atrasaram pedir cabeca enquanto roubavam todos conjunto defender ninguem politica odeio demagogos aqui vem bandeira partido bonzinho porque enganar povo vez agora vao trocar nome corurptos esconderem comprando candidaturas dinheiro roubado comprando votos parlamentares ser cacado veja temer", neutro
